0,1,2
"58.078281999999994,-135.384163",2020-12-14,33
"58.358516,-134.530605",2020-12-14,25
"60.292592000000006,-151.064475",2020-12-14,24
"55.367858,-131.678527",2020-12-14,36
"57.779137,-152.460881",2020-12-14,39
"58.557351000000004,-156.371652",2020-12-14,30
"61.611281000000005,-149.421961",2020-12-14,19
"64.457026,-165.295491",2020-12-14,8
"70.522779,-154.862085",2020-12-14,-7
"66.943735,-161.63818500000002",2020-12-14,3
"56.812712,-133.115025",2020-12-14,31
"55.448164,-132.56084199999998",2020-12-14,35
"57.062746,-135.33717099999998",2020-12-14,36
"59.464535999999995,-135.311501",2020-12-14,10
"63.856184999999996,-144.687024",2020-12-14,-3
"61.26149,-145.882504",2020-12-14,20
"62.089902,-164.314723",2020-12-14,6
"56.38582099999999,-132.31083700000002",2020-12-14,31
"59.547975,-139.724878",2020-12-14,32
"65.010262,-152.550423",2020-12-14,3
"35.577687,-109.41483999999998",2020-12-14,33
"31.607357,-110.063053",2020-12-14,47
"35.514426,-111.590056",2020-12-14,29
"33.82356,-111.007494",2020-12-14,43
"32.867329999999995,-109.81218100000001",2020-12-14,41
"32.970402,-109.24871200000001",2020-12-14,38
"33.908361,-114.172146",2020-12-14,53
"33.493403,-112.04143",2020-12-14,56
"35.069679,-114.24963400000001",2020-12-14,49
"34.893625,-110.211155",2020-12-14,40
"32.216707,-110.96001000000001",2020-12-14,53
"33.060133,-111.58836399999998",2020-12-14,54
"31.434733,-110.94319499999999",2020-12-14,49
"34.629014,-112.26776699999999",2020-12-14,45
"32.650040000000004,-114.59866299999999",2020-12-14,56
"34.405316,-91.46128399999999",2020-12-14,42
"33.179373,-91.87136",2020-12-14,44
"36.332208,-92.383933",2020-12-14,33
"36.337348,-94.23054300000001",2020-12-14,28
"36.267871,-93.09934399999999",2020-12-14,27
"33.569321,-92.103312",2020-12-14,43
"33.591116,-92.49555500000001",2020-12-14,43
"36.373069,-93.57081600000001",2020-12-14,29
"33.32186,-91.31837800000001",2020-12-14,44
"34.094705,-93.12485600000001",2020-12-14,41
"36.370695,-90.37241800000001",2020-12-14,38
"35.510232,-92.037481",2020-12-14,37
"33.914989,-92.139146",2020-12-14,42
"33.258045,-93.24745899999999",2020-12-14,43
"35.214487,-92.70416",2020-12-14,39
"35.835235,-90.669325",2020-12-14,39
"35.496882,-94.28435999999999",2020-12-14,36
"35.17736,-90.217261",2020-12-14,41
"35.252833,-90.775307",2020-12-14,40
"33.869213,-92.527123",2020-12-14,42
"33.773838,-91.417485",2020-12-14,43
"33.6274,-91.781779",2020-12-14,43
"35.104918,-92.40535899999999",2020-12-14,39
"35.446102,-93.885464",2020-12-14,37
"36.376787,-91.764934",2020-12-14,35
"34.505811,-93.081852",2020-12-14,40
"34.309174,-92.41271400000001",2020-12-14,40
"36.07312,-90.523016",2020-12-14,39
"33.699647,-93.623587",2020-12-14,42
"34.353464,-92.894595",2020-12-14,40
"33.983198,-93.910184",2020-12-14,41
"35.749801,-91.607539",2020-12-14,37
"36.120217,-91.908429",2020-12-14,36
"35.621102,-91.24623299999999",2020-12-14,39
"34.233473,-92.041179",2020-12-14,42
"35.475272,-93.47551700000001",2020-12-14,37
"33.287628999999995,-93.557538",2020-12-14,42
"36.070223999999996,-91.065733",2020-12-14,39
"34.785214,-90.774516",2020-12-14,41
"33.975379,-91.746234",2020-12-14,42
"33.700518,-94.195995",2020-12-14,41
"35.227532000000004,-93.768119",2020-12-14,35
"34.905178,-91.970577",2020-12-14,40
"36.061309,-93.755297",2020-12-14,27
"36.28457,-92.663368",2020-12-14,33
"33.400831,-93.987504",2020-12-14,41
"35.84288,-89.999037",2020-12-14,40
"34.777729,-91.218021",2020-12-14,41
"34.517013,-93.622663",2020-12-14,38
"33.722167999999996,-93.358085",2020-12-14,41
"35.98494,-93.1705",2020-12-14,27
"33.574461,-92.838871",2020-12-14,43
"34.999054,-92.779271",2020-12-14,39
"34.529768,-90.707796",2020-12-14,42
"34.187298,-93.624765",2020-12-14,40
"35.60191,-90.557998",2020-12-14,40
"34.52045,-94.25851899999999",2020-12-14,36
"35.309776,-93.097238",2020-12-14,39
"34.859177,-91.536241",2020-12-14,40
"34.773719,-92.31165899999999",2020-12-14,40
"36.304758,-90.98841999999999",2020-12-14,38
"35.015313,-90.770297",2020-12-14,40
"34.593233000000005,-92.546163",2020-12-14,40
"34.907145,-94.095905",2020-12-14,34
"35.922829,-92.659155",2020-12-14,33
"35.318195,-94.354435",2020-12-14,35
"34.014236,-94.304091",2020-12-14,41
"36.178492999999996,-91.520168",2020-12-14,37
"35.856705,-92.137",2020-12-14,35
"33.20687,-92.64508000000001",2020-12-14,44
"35.567839,-92.421475",2020-12-14,35
"36.094275,-94.17222199999999",2020-12-14,27
"35.243736,-91.767388",2020-12-14,39
"35.233191,-91.25207900000001",2020-12-14,40
"35.120982,-93.28945999999999",2020-12-14,37
"37.705201,-122.100393",2020-12-14,52
"38.728297999999995,-119.847603",2020-12-14,20
"38.394208,-120.775729",2020-12-14,47
"39.669037,-121.70763500000001",2020-12-14,43
"38.163627000000005,-120.63371799999999",2020-12-14,44
"39.156147999999995,-122.08555700000001",2020-12-14,49
"37.935588,-122.03013100000001",2020-12-14,53
"41.791232,-124.16308799999999",2020-12-14,47
"38.746543,-120.74433",2020-12-14,44
"36.738918,-119.76788400000001",2020-12-14,51
"39.663418,-122.17749099999999",2020-12-14,47
"40.752982,-124.087189",2020-12-14,46
"32.841101,-115.53448700000001",2020-12-14,59
"37.160247,-118.267513",2020-12-14,31
"35.372968,-118.936004",2020-12-14,51
"36.242748999999996,-119.72908400000001",2020-12-14,52
"38.973362,-122.734609",2020-12-14,45
"40.392396999999995,-120.579176",2020-12-14,23
"34.065193,-118.244222",2020-12-14,63
"37.043099,-120.00675",2020-12-14,50
"37.986705,-122.547075",2020-12-14,50
"37.542747999999996,-119.957219",2020-12-14,41
"39.285329,-123.397227",2020-12-14,42
"37.281015999999994,-120.623989",2020-12-14,49
"41.522584,-120.65091100000001",2020-12-14,28
"37.763321999999995,-118.97059399999999",2020-12-14,20
"36.611722,-121.64616200000002",2020-12-14,51
"38.329075,-122.321646",2020-12-14,47
"39.219524,-120.916546",2020-12-14,42
"33.733953,-117.86288",2020-12-14,63
"38.844511,-121.18246599999999",2020-12-14,47
"39.983857,-120.825847",2020-12-14,23
"33.800439000000004,-117.06620500000001",2020-12-14,50
"38.56895,-121.38086100000001",2020-12-14,50
"36.843404,-121.40385900000001",2020-12-14,50
"34.190248,-117.357474",2020-12-14,53
"32.88326,-117.112994",2020-12-14,59
"37.759598,-122.438323",2020-12-14,51
"37.931804,-121.29810800000001",2020-12-14,50
"35.342391,-120.667689",2020-12-14,53
"37.56395,-122.34099099999999",2020-12-14,52
"34.639262,-120.092602",2020-12-14,53
"37.315104999999996,-121.910421",2020-12-14,51
"36.985171,-121.936728",2020-12-14,53
"40.580269,-122.29996100000001",2020-12-14,44
"39.612588,-120.41423600000002",2020-12-14,24
"41.576203,-122.489833",2020-12-14,21
"38.235582,-122.069324",2020-12-14,52
"38.41408,-122.720522",2020-12-14,49
"37.619147,-120.955577",2020-12-14,49
"39.135490000000004,-121.644269",2020-12-14,49
"40.115187,-122.218704",2020-12-14,45
"40.681267999999996,-123.07235700000001",2020-12-14,38
"36.251227,-119.23154699999999",2020-12-14,52
"37.971531,-120.32853",2020-12-14,43
"34.241989000000004,-119.02501799999999",2020-12-14,61
"38.598913,-121.721112",2020-12-14,49
"39.13883,-121.506626",2020-12-14,49
"39.874297,-104.92747299999999",2020-12-14,28
"37.483069,-105.877245",2020-12-14,16
"39.647528,-104.845968",2020-12-14,28
"37.240087,-107.085027",2020-12-14,25
"37.368221000000005,-102.527089",2020-12-14,29
"38.072386,-103.1631",2020-12-14,25
"40.063299,-105.183981",2020-12-14,26
"39.936888,-105.05549099999999",2020-12-14,28
"38.676497,-106.082645",2020-12-14,22
"38.816795,-102.45777",2020-12-14,23
"39.712957,-105.52965",2020-12-14,24
"37.195652,-105.989049",2020-12-14,16
"37.281779,-105.448477",2020-12-14,24
"38.188547,-103.857439",2020-12-14,25
"38.134215999999995,-105.381557",2020-12-14,27
"38.798565,-107.91055300000001",2020-12-14,25
"39.72143,-104.955068",2020-12-14,30
"37.740817,-108.75741000000001",2020-12-14,26
"39.48527,-104.87971200000001",2020-12-14,28
"39.599453000000004,-106.717771",2020-12-14,11
"39.382868,-104.51913",2020-12-14,27
"38.873669,-104.758477",2020-12-14,31
"38.426058000000005,-105.20653200000001",2020-12-14,27
"39.507560999999995,-107.53935600000001",2020-12-14,26
"39.85702,-105.48021000000001",2020-12-14,19
"40.050388,-105.9754",2020-12-14,16
"38.657886,-106.944723",2020-12-14,16
"37.996875,-107.29653",2020-12-14,16
"37.616312,-104.884201",2020-12-14,25
"40.692851,-106.291292",2020-12-14,19
"39.720524,-105.128819",2020-12-14,31
"38.470657,-102.68057900000001",2020-12-14,24
"39.309763000000004,-102.435733",2020-12-14,23
"39.245870000000004,-106.30806100000001",2020-12-14,16
"37.265198,-107.806184",2020-12-14,24
"40.504546000000005,-105.099218",2020-12-14,26
"37.196601,-104.503149",2020-12-14,33
"39.173232,-103.613697",2020-12-14,27
"40.639399,-103.187715",2020-12-14,26
"39.092851,-108.543768",2020-12-14,23
"37.798623,-106.93558600000001",2020-12-14,16
"40.515239,-107.625859",2020-12-14,21
"37.370816999999995,-108.557116",2020-12-14,26
"38.479141999999996,-107.934568",2020-12-14,22
"40.256023,-103.78151700000001",2020-12-14,26
"38.024096,-103.657432",2020-12-14,25
"38.139834,-107.746232",2020-12-14,20
"39.311718,-105.623144",2020-12-14,27
"40.599517,-102.387354",2020-12-14,27
"39.232543,-106.907765",2020-12-14,17
"38.083771999999996,-102.547035",2020-12-14,24
"38.263684999999995,-104.645147",2020-12-14,31
"40.051033000000004,-108.280174",2020-12-14,23
"37.616658,-106.238805",2020-12-14,13
"40.453133,-106.89953500000001",2020-12-14,15
"37.915302000000004,-106.019489",2020-12-14,12
"37.804646000000005,-107.67398899999999",2020-12-14,25
"37.974202000000005,-107.96003400000001",2020-12-14,25
"40.960246000000005,-102.32767",2020-12-14,27
"39.573131,-106.054579",2020-12-14,19
"38.94355,-105.14053200000001",2020-12-14,28
"40.092526,-103.156814",2020-12-14,27
"40.328082,-104.788507",2020-12-14,26
"40.069472999999995,-102.486935",2020-12-14,26
"41.207889,-73.364521",2020-12-14,35
"41.761943,-72.717282",2020-12-14,35
"41.727851,-73.187494",2020-12-14,33
"41.478564,-72.57140799999999",2020-12-14,35
"41.396052000000005,-72.941497",2020-12-14,36
"41.443373,-72.09768299999999",2020-12-14,35
"41.842762,-72.37209",2020-12-14,33
"41.804225,-71.995072",2020-12-14,34
"39.12322,-75.558604",2020-12-14,41
"39.68502,-75.634376",2020-12-14,39
"38.662387,-75.346649",2020-12-14,43
"38.910270000000004,-77.01446800000001",2020-12-14,42
"29.665903000000004,-82.386845",2020-12-14,68
"30.288432,-82.185477",2020-12-14,68
"30.206925,-85.660217",2020-12-14,61
"29.953428999999996,-82.128192",2020-12-14,68
"28.232195,-80.690979",2020-12-14,72
"26.134058,-80.227135",2020-12-14,79
"30.463143,-85.122189",2020-12-14,61
"26.954793,-82.119946",2020-12-14,73
"28.863598,-82.453512",2020-12-14,69
"30.084386,-81.79941",2020-12-14,68
"26.199831,-81.699625",2020-12-14,73
"30.126051,-82.660566",2020-12-14,67
"27.189369,-81.864094",2020-12-14,73
"29.634179,-83.056329",2020-12-14,69
"30.300302000000002,-81.622853",2020-12-14,68
"30.485314000000002,-87.274788",2020-12-14,56
"29.523494,-81.224735",2020-12-14,70
"29.786787,-84.822838",2020-12-14,65
"30.59828,-84.581397",2020-12-14,61
"29.704639,-82.808262",2020-12-14,68
"26.896029,-81.185404",2020-12-14,73
"29.988578999999998,-85.259478",2020-12-14,64
"30.501534000000003,-82.997218",2020-12-14,64
"27.548312,-81.815432",2020-12-14,72
"26.705392,-81.20257099999999",2020-12-14,73
"28.50485,-82.496961",2020-12-14,70
"27.460415,-81.442555",2020-12-14,72
"27.976529,-82.401275",2020-12-14,71
"30.847684,-85.758558",2020-12-14,58
"27.671827,-80.44058100000001",2020-12-14,73
"30.800240000000002,-85.21611899999999",2020-12-14,59
"30.504031,-83.886291",2020-12-14,63
"30.065417999999998,-83.179508",2020-12-14,65
"28.735689,-81.752026",2020-12-14,71
"26.574991999999998,-81.858144",2020-12-14,73
"30.466103000000004,-84.270371",2020-12-14,63
"29.379995,-82.666319",2020-12-14,69
"30.399795,-84.905169",2020-12-14,61
"30.47263,-83.430563",2020-12-14,64
"27.477054,-82.532775",2020-12-14,71
"29.140116,-82.123367",2020-12-14,69
"27.1443,-80.244395",2020-12-14,74
"25.774565,-80.298888",2020-12-14,78
"24.739678,-81.26394499999999",2020-12-14,76
"30.607962,-81.647153",2020-12-14,68
"30.542828999999998,-86.567105",2020-12-14,58
"27.272057,-80.822153",2020-12-14,73
"28.532854999999998,-81.384377",2020-12-14,71
"28.266765000000003,-81.383484",2020-12-14,71
"26.617075,-80.146119",2020-12-14,76
"28.261606,-82.51608",2020-12-14,70
"27.899794,-82.727651",2020-12-14,70
"28.03114,-81.799975",2020-12-14,71
"29.609299,-81.720431",2020-12-14,70
"29.977088000000002,-81.421504",2020-12-14,69
"27.338067,-80.353183",2020-12-14,74
"30.549592999999998,-87.03695400000001",2020-12-14,55
"27.208205,-82.423893",2020-12-14,71
"28.697834000000004,-81.310445",2020-12-14,71
"28.825768,-82.03546899999999",2020-12-14,70
"30.214688,-82.987546",2020-12-14,65
"30.064881,-83.59796700000001",2020-12-14,66
"30.010768,-82.35691899999999",2020-12-14,68
"29.073725,-81.123944",2020-12-14,70
"30.185525,-84.331546",2020-12-14,64
"30.583728999999998,-86.190665",2020-12-14,57
"30.650717999999998,-85.625419",2020-12-14,59
"31.77388,-82.338473",2020-12-14,62
"31.317301,-82.886363",2020-12-14,63
"31.547221,-82.466071",2020-12-14,62
"31.307754,-84.437989",2020-12-14,60
"33.084849,-83.245659",2020-12-14,57
"34.351255,-83.506647",2020-12-14,53
"33.993054,-83.7275",2020-12-14,51
"34.208434999999994,-84.829122",2020-12-14,47
"31.727638,-83.248636",2020-12-14,61
"31.238588,-83.252459",2020-12-14,62
"32.832049,-83.687184",2020-12-14,57
"32.401368,-83.33214",2020-12-14,58
"31.216648,-81.96996999999999",2020-12-14,63
"30.842082,-83.54009",2020-12-14,63
"31.979537,-81.37595400000001",2020-12-14,63
"32.417702,-81.76241999999999",2020-12-14,61
"33.101987,-81.998447",2020-12-14,61
"33.296102000000005,-83.97000200000001",2020-12-14,54
"31.527411999999998,-84.66844499999999",2020-12-14,58
"30.814165000000003,-81.635079",2020-12-14,67
"32.399861,-82.06230500000001",2020-12-14,61
"33.622192999999996,-85.044673",2020-12-14,47
"34.927795,-85.17282",2020-12-14,45
"30.780002000000003,-82.023033",2020-12-14,66
"32.036008,-81.126449",2020-12-14,63
"32.344231,-84.899254",2020-12-14,55
"34.495509000000006,-85.344167",2020-12-14,46
"34.169606,-84.496595",2020-12-14,47
"33.950406,-83.380863",2020-12-14,54
"31.633549,-85.013368",2020-12-14,55
"33.553383000000004,-84.362238",2020-12-14,52
"31.017888,-82.740932",2020-12-14,64
"33.943253999999996,-84.557878",2020-12-14,50
"31.516,-82.84066700000001",2020-12-14,62
"31.180954999999997,-83.768671",2020-12-14,61
"33.516220000000004,-82.165654",2020-12-14,60
"31.149846999999998,-83.424499",2020-12-14,62
"33.379117,-84.736399",2020-12-14,51
"32.707681,-83.934002",2020-12-14,57
"31.947962,-83.77779100000001",2020-12-14,58
"34.882709000000006,-85.497004",2020-12-14,44
"34.401379999999996,-84.104119",2020-12-14,47
"30.888345,-84.57036",2020-12-14,60
"33.789813,-84.248029",2020-12-14,52
"32.212815,-83.175591",2020-12-14,59
"32.16758,-83.784195",2020-12-14,58
"31.573426,-84.167625",2020-12-14,59
"33.724923,-84.73464399999999",2020-12-14,49
"31.331726,-84.916722",2020-12-14,58
"30.708629,-83.057989",2020-12-14,63
"32.291745,-81.299511",2020-12-14,63
"34.126521000000004,-82.87952299999999",2020-12-14,57
"32.58586,-82.307952",2020-12-14,61
"32.169649,-81.90736700000001",2020-12-14,62
"34.901383,-84.313402",2020-12-14,40
"33.427941,-84.512414",2020-12-14,52
"34.255796000000004,-85.183164",2020-12-14,47
"34.19492,-84.144322",2020-12-14,49
"34.377334999999995,-83.186079",2020-12-14,56
"33.836086,-84.39364499999999",2020-12-14,51
"34.677248999999996,-84.483646",2020-12-14,44
"33.235927000000004,-82.609847",2020-12-14,57
"31.202697999999998,-81.486488",2020-12-14,66
"34.498326,-84.908795",2020-12-14,47
"30.882764,-84.214288",2020-12-14,61
"33.549876,-83.166093",2020-12-14,56
"33.951956,-84.057963",2020-12-14,52
"34.56516,-83.54162600000001",2020-12-14,51
"34.275205,-83.844712",2020-12-14,50
"33.255825,-83.00204699999999",2020-12-14,56
"33.76192,-85.18547",2020-12-14,46
"32.699933,-84.895034",2020-12-14,55
"34.355413,-82.96495300000001",2020-12-14,56
"33.309334,-85.1134",2020-12-14,51
"33.475842,-84.175416",2020-12-14,53
"32.571603,-83.66335699999999",2020-12-14,58
"31.604646999999996,-83.280834",2020-12-14,61
"34.132059000000005,-83.584805",2020-12-14,52
"33.356251,-83.72434100000001",2020-12-14,54
"31.848776,-82.600696",2020-12-14,62
"33.063551000000004,-82.407657",2020-12-14,60
"32.794618,-81.950133",2020-12-14,61
"32.701199,-82.679535",2020-12-14,59
"32.962134000000006,-83.54514",2020-12-14,56
"33.080020000000005,-84.1544",2020-12-14,53
"31.035393,-83.090886",2020-12-14,63
"32.516487,-82.92613100000001",2020-12-14,59
"31.681194,-84.173396",2020-12-14,59
"31.827765999999997,-81.578482",2020-12-14,63
"33.781126,-82.44638",2020-12-14,58
"31.778807,-81.733663",2020-12-14,63
"30.857006,-83.280221",2020-12-14,63
"34.524951,-83.986879",2020-12-14,47
"33.459617,-82.46986600000001",2020-12-14,58
"31.47526,-81.407579",2020-12-14,66
"32.325041999999996,-84.038814",2020-12-14,57
"34.104614,-83.24068",2020-12-14,54
"32.380907,-84.523557",2020-12-14,55
"33.008863,-84.67284599999999",2020-12-14,52
"31.159722,-84.73719799999999",2020-12-14,59
"31.216853000000004,-84.172094",2020-12-14,60
"33.038194,-83.906823",2020-12-14,55
"32.167319,-82.533261",2020-12-14,62
"33.600243,-83.485957",2020-12-14,55
"34.782329,-84.792066",2020-12-14,46
"32.492289,-84.930634",2020-12-14,55
"33.569520000000004,-83.896609",2020-12-14,53
"33.875278,-83.45794599999999",2020-12-14,54
"33.916594,-83.14492",2020-12-14,54
"33.905688,-84.816609",2020-12-14,47
"32.584826,-83.82958",2020-12-14,56
"34.455892,-84.442301",2020-12-14,44
"31.314668,-82.240429",2020-12-14,63
"33.103227000000004,-84.366796",2020-12-14,52
"34.010878000000005,-85.176771",2020-12-14,47
"32.275344,-83.48034200000001",2020-12-14,58
"33.317059,-83.339663",2020-12-14,56
"31.859377000000002,-85.077727",2020-12-14,55
"34.87903,-83.407223",2020-12-14,46
"31.760403000000004,-84.758026",2020-12-14,56
"33.426859,-82.049444",2020-12-14,61
"33.642043,-84.020894",2020-12-14,53
"32.241549,-84.306781",2020-12-14,56
"32.722842,-81.627328",2020-12-14,61
"30.972496000000003,-84.868027",2020-12-14,59
"33.258051,-84.273339",2020-12-14,52
"34.556903999999996,-83.28868100000001",2020-12-14,52
"32.069334999999995,-84.76451899999999",2020-12-14,55
"32.059981,-84.221818",2020-12-14,57
"32.703124,-84.582116",2020-12-14,54
"33.5688,-82.88576",2020-12-14,56
"32.043908,-82.052217",2020-12-14,62
"32.560542,-84.21508299999999",2020-12-14,55
"32.01562,-82.892471",2020-12-14,61
"31.772157,-84.42886",2020-12-14,58
"30.868962,-83.948411",2020-12-14,62
"31.454362,-83.515048",2020-12-14,61
"32.183935999999996,-82.36702199999999",2020-12-14,62
"34.938691999999996,-83.782961",2020-12-14,41
"32.387046999999995,-82.589718",2020-12-14,61
"33.036737,-85.031746",2020-12-14,52
"31.700824,-83.636891",2020-12-14,59
"32.703662,-83.416286",2020-12-14,58
"34.874243,-84.002286",2020-12-14,41
"32.907469,-84.324382",2020-12-14,54
"34.83654,-85.293376",2020-12-14,45
"33.795381,-83.784266",2020-12-14,52
"31.22682,-82.383943",2020-12-14,63
"33.407596000000005,-82.66284399999999",2020-12-14,57
"32.962029,-82.77340600000001",2020-12-14,58
"31.611857,-81.919105",2020-12-14,63
"32.049343,-84.56065699999999",2020-12-14,55
"32.146558,-82.751307",2020-12-14,62
"34.601048,-83.744309",2020-12-14,47
"34.792742,-84.965686",2020-12-14,46
"31.975167,-83.40565699999999",2020-12-14,59
"33.755364,-82.753524",2020-12-14,57
"32.8443,-83.239491",2020-12-14,57
"31.535712,-83.861186",2020-12-14,59
"19.672837,-155.421895",2020-12-14,55
"21.372464,-157.913673",2020-12-14,76
"21.188495,-156.979972",2020-12-14,76
"22.021022,-159.442112",2020-12-14,77
"20.863747,-156.49381599999998",2020-12-14,76
"43.611186,-116.304409",2020-12-14,27
"44.848619,-116.375947",2020-12-14,19
"42.869212,-112.423672",2020-12-14,23
"42.306336,-111.341632",2020-12-14,19
"47.271692,-116.63973600000001",2020-12-14,30
"43.217372,-112.355721",2020-12-14,23
"43.541366,-114.29427700000001",2020-12-14,19
"43.899702000000005,-115.993695",2020-12-14,20
"48.235649,-116.630982",2020-12-14,26
"43.494876,-111.997623",2020-12-14,22
"48.705964,-116.302851",2020-12-14,23
"43.699096999999995,-113.29456200000001",2020-12-14,20
"43.350524,-114.756451",2020-12-14,18
"43.611438,-116.627276",2020-12-14,27
"42.643778000000005,-111.65606299999999",2020-12-14,19
"42.482791,-113.74183300000001",2020-12-14,27
"44.185815000000005,-112.278608",2020-12-14,19
"46.485240000000005,-116.185221",2020-12-14,33
"44.285168,-114.04803500000001",2020-12-14,21
"43.115320000000004,-115.68440700000001",2020-12-14,28
"42.0993,-111.872202",2020-12-14,21
"44.014844000000004,-111.61546399999999",2020-12-14,19
"43.884322999999995,-116.506739",2020-12-14,27
"42.852717,-114.75106699999999",2020-12-14,26
"45.974127,-116.10656599999999",2020-12-14,29
"43.691123,-111.969394",2020-12-14,21
"42.698446999999994,-114.46266899999999",2020-12-14,27
"47.73713,-116.832581",2020-12-14,29
"46.742968,-116.93443400000001",2020-12-14,30
"45.127412,-113.86153",2020-12-14,20
"46.238065999999996,-116.25738999999999",2020-12-14,34
"42.973467,-114.32606899999999",2020-12-14,27
"43.819114,-111.794073",2020-12-14,20
"42.613265999999996,-113.712227",2020-12-14,27
"46.394126,-116.95046200000002",2020-12-14,35
"42.181568,-112.30127399999999",2020-12-14,24
"43.376748,-116.68155800000001",2020-12-14,27
"44.020334000000005,-116.894281",2020-12-14,27
"42.775001,-112.829004",2020-12-14,24
"47.514637,-116.085925",2020-12-14,25
"43.692977,-111.125546",2020-12-14,17
"42.558563,-114.504002",2020-12-14,28
"44.758677,-116.073719",2020-12-14,19
"44.297897999999996,-116.919922",2020-12-14,28
"39.943826,-91.328948",2020-12-14,30
"37.149251,-89.289666",2020-12-14,38
"38.884622,-89.432819",2020-12-14,33
"42.293981,-88.851989",2020-12-14,25
"39.964815,-90.746466",2020-12-14,30
"41.382964,-89.42378000000001",2020-12-14,28
"39.12353,-90.63801",2020-12-14,33
"42.071878999999996,-89.963255",2020-12-14,25
"39.979865999999994,-90.319209",2020-12-14,31
"40.128073,-88.233083",2020-12-14,31
"39.525298,-89.254627",2020-12-14,32
"39.351007,-87.800246",2020-12-14,34
"38.716132,-88.490134",2020-12-14,35
"38.587753,-89.472099",2020-12-14,35
"39.487297,-88.258277",2020-12-14,33
"41.865937,-87.757714",2020-12-14,30
"39.00569,-87.748024",2020-12-14,36
"39.275965,-88.28088699999999",2020-12-14,33
"41.927172,-88.72946",2020-12-14,26
"40.171701,-88.908946",2020-12-14,31
"39.766826,-88.279794",2020-12-14,33
"41.849815,-88.071617",2020-12-14,29
"39.635942,-87.71537",2020-12-14,33
"38.402493,-88.04063000000001",2020-12-14,37
"39.094722999999995,-88.576033",2020-12-14,34
"38.997828999999996,-89.033295",2020-12-14,34
"40.527421999999994,-88.217453",2020-12-14,31
"37.962134999999996,-88.953316",2020-12-14,36
"40.521963,-90.119357",2020-12-14,30
"37.770001,-88.238563",2020-12-14,38
"39.372240000000005,-90.373465",2020-12-14,32
"41.345273999999996,-88.347437",2020-12-14,29
"38.092156,-88.55774699999999",2020-12-14,36
"40.425725,-91.203133",2020-12-14,29
"37.478453,-88.290573",2020-12-14,38
"40.828841,-90.9448",2020-12-14,28
"41.348782,-90.134757",2020-12-14,27
"40.763597,-87.834391",2020-12-14,31
"37.747793,-89.27403100000001",2020-12-14,36
"39.003765,-88.159885",2020-12-14,35
"38.308488,-88.91080799999999",2020-12-14,35
"39.072862,-90.32042",2020-12-14,32
"42.411324,-90.305944",2020-12-14,23
"37.474558,-88.882358",2020-12-14,37
"41.918110999999996,-88.331264",2020-12-14,27
"41.148582,-87.85086700000001",2020-12-14,30
"41.663724,-88.37906600000001",2020-12-14,28
"40.937032,-90.328601",2020-12-14,28
"42.313072,-87.96945799999999",2020-12-14,27
"41.350798,-88.895997",2020-12-14,29
"38.718291,-87.748328",2020-12-14,36
"41.810241999999995,-89.398207",2020-12-14,26
"40.907044,-88.573187",2020-12-14,30
"40.140775,-89.36150500000001",2020-12-14,31
"40.469471999999996,-90.669344",2020-12-14,29
"42.271471999999996,-88.34988",2020-12-14,26
"40.494122999999995,-88.954977",2020-12-14,30
"39.851176,-88.947076",2020-12-14,32
"39.19403,-89.87703499999999",2020-12-14,32
"38.801396000000004,-90.018097",2020-12-14,33
"38.590709999999994,-89.01696700000001",2020-12-14,35
"41.043034000000006,-89.315638",2020-12-14,29
"40.286475,-89.898924",2020-12-14,31
"37.178592,-88.714109",2020-12-14,38
"39.99726,-89.79950699999999",2020-12-14,31
"41.214043,-90.687167",2020-12-14,27
"38.358529,-90.171163",2020-12-14,35
"39.198961,-89.505319",2020-12-14,33
"39.718154999999996,-90.231161",2020-12-14,31
"39.631979,-88.614419",2020-12-14,32
"42.028653000000006,-89.256098",2020-12-14,26
"40.742915,-89.638993",2020-12-14,29
"38.058514,-89.323862",2020-12-14,36
"40.007008,-88.581585",2020-12-14,32
"39.621311,-90.859127",2020-12-14,31
"37.39893,-88.54991",2020-12-14,37
"37.199543,-89.13475",2020-12-14,38
"41.229306,-89.270945",2020-12-14,28
"38.055541,-89.809249",2020-12-14,35
"38.725943,-88.08831500000001",2020-12-14,36
"41.489142,-90.504005",2020-12-14,27
"38.550219,-90.000674",2020-12-14,35
"37.754785999999996,-88.536395",2020-12-14,37
"39.772757,-89.652867",2020-12-14,31
"40.13118,-90.568639",2020-12-14,30
"39.645737,-90.462754",2020-12-14,32
"39.396539000000004,-88.802073",2020-12-14,33
"41.098377,-89.792451",2020-12-14,28
"42.324139,-89.644541",2020-12-14,24
"40.602899,-89.534104",2020-12-14,30
"37.468579999999996,-89.23650500000001",2020-12-14,36
"40.149683,-87.65480600000001",2020-12-14,32
"38.431283,-87.789625",2020-12-14,37
"40.890638,-90.636371",2020-12-14,28
"38.359407,-89.39393000000001",2020-12-14,35
"38.406869,-88.422496",2020-12-14,36
"38.089959,-88.19224100000001",2020-12-14,37
"41.780798,-89.82325300000001",2020-12-14,26
"41.565138,-88.057232",2020-12-14,30
"37.755675,-88.974979",2020-12-14,36
"42.307128000000006,-89.06224",2020-12-14,25
"40.771239,-89.29030999999999",2020-12-14,29
"40.753766999999996,-84.93431700000001",2020-12-14,33
"41.098642,-85.12232900000001",2020-12-14,33
